WeekBeginning,RouteID,count
2013-09-01,777,417
2013-09-01,778,151
2013-09-01,779,4
2013-09-01,780,56
2013-09-01,781,67
2013-09-01,782,406
2013-09-01,783,488
2013-09-01,784,105
2013-09-01,785,191
2013-09-01,786,35
2013-09-01,820,2095
2013-09-01,820S,293
2013-09-01,821,272
2013-09-01,823,204
2013-09-01,830F,700
2013-09-01,834,117
2013-09-01,834A,75
2013-09-01,835,1143
2013-09-01,835A,154
2013-09-01,837,359
2013-09-01,838,263
2013-09-01,838H,368
2013-09-01,839,722
2013-09-01,839R,22
2013-09-01,840F,1297
2013-09-01,841F,900
2013-09-01,842F,1675
2013-09-01,850,301
2013-09-01,852,21
2013-09-01,853,44
2013-09-01,860F,1434
2013-09-01,861,9810
2013-09-01,862,47
2013-09-01,863,760
2013-09-01,863F,1461
2013-09-01,864,4228
2013-09-01,864F,8937
2013-09-01,864H,124
2013-09-01,865,1076
2013-09-01,865C,5
2013-09-01,865S,11
2013-09-01,866,254
2013-09-01,866A,59
2013-09-01,866R,22
2013-09-01,867,115
2013-09-01,868,368
2013-09-01,870,922
2013-09-01,871,145
2013-09-01,872,166
2013-09-01,873,111
2013-09-01,875,137
2013-09-01,877,206
2013-09-01,878,357
2013-09-01,879,433
2013-09-01,880,613
2013-09-01,881,500
2013-09-01,882,418
2013-09-01,883,213
2013-09-01,884,328
2013-09-01,885,227
2013-09-01,886,189
2013-09-01,887,323
2013-09-01,888,443
2013-09-01,889,212
2013-09-01,890,352
2013-09-01,892,262
2013-09-01,893,85
2013-09-01,894,102
2013-09-01,894H,216
2013-09-01,894S,36
2013-09-01,900,225
2013-09-01,914,16
2013-09-01,B10,28566
2013-09-01,B10C,1711
2013-09-01,B10X,911
2013-09-01,B11,593
2013-09-01,B12,1010
2013-09-01,C1,19585
2013-09-01,C1G,2557
2013-09-01,C1T,2671
2013-09-01,C1X,1520
2013-09-01,C2,7400
2013-09-01,C2X,3937
2013-09-01,G10,36735
2013-09-01,G10A,2968
2013-09-01,G10B,2606
2013-09-01,G10C,3026
2013-09-01,G20,6377
2013-09-01,G21,5138
2013-09-01,G21H,20
2013-09-01,G21X,480
2013-09-01,G22,2314
2013-09-01,G30,977
2013-09-01,G40,8837
2013-09-01,G40M,1217
2013-09-01,H20,18728
2013-09-01,H20C,1000
2013-09-01,H20R,520
2013-09-01,H21,2717
2013-09-01,H22,11604
2013-09-01,H22C,444
2013-09-01,H22L,3412
2013-09-01,H23,330
2013-09-01,H24,809
2013-09-01,H30,26652
2013-09-01,H30C,1534
2013-09-01,H30S,4095
2013-09-01,H31,13419
2013-09-01,H31C,2831
2013-09-01,H32,2925
2013-09-01,HL1,7
2013-09-01,HL2,7
2013-09-01,IND_EW,297
2013-09-01,J1,9892
2013-09-01,J1A,1328
2013-09-01,J2,6482
2013-09-01,J7,1704
2013-09-01,M44,47008
2013-09-01,M44C,1397
2013-09-01,M44G,1496
2013-09-01,M44P,18
2013-09-01,M44T,876
2013-09-01,M44X,1988
2013-09-01,N1,47
2013-09-01,N10,2
2013-09-01,N178,32
2013-09-01,N202,48
2013-09-01,N21,71
2013-09-01,N22,23
2013-09-01,N224,72
2013-09-01,N254,46
2013-09-01,N262,66
2013-09-01,N3,12350
2013-09-01,N30,41
2013-09-01,N3X,1365
2013-09-01,N4,6472
2013-09-01,N4T,125
2013-09-01,N5,4514
2013-09-01,N502,36
2013-09-01,N6,2845
2013-09-01,N721,85
2013-09-01,N864,111
2013-09-01,RZ22,28
2013-09-01,RZ5,114
2013-09-01,SCHONE,1049
2013-09-01,SCH_EW,7060
2013-09-01,SCH_NS,4686
2013-09-01,T721,3332
2013-09-01,T721X,866
2013-09-01,T722,2320
2013-09-01,T748,98
2013-09-01,T840,2743
2013-09-01,T842,619
2013-09-01,T863,2161
2013-09-01,W90,11897
2013-09-01,W90M,716
2013-09-01,W91,4360
2013-09-01,W91C,1452
2013-09-08,117,7648
2013-09-08,118,6755
2013-09-08,140,1554
2013-09-08,141,7008
2013-09-08,142,7540
2013-09-08,148,121
2013-09-08,150,8707
2013-09-08,168,6853
2013-09-08,169,430
2013-09-08,170,2960
2013-09-08,171,7234
2013-09-08,173,405
2013-09-08,174,12683
2013-09-08,177,2916
2013-09-08,178,14198
2013-09-08,263,9267
2013-09-08,265,5774
2013-09-08,273,7903
2013-09-08,281,7811
2013-09-08,501,8119
2013-09-08,502,12371
2013-09-08,100,6587
2013-09-08,100B,186
2013-09-08,100K,140
2013-09-08,100N,127
2013-09-08,100P,296
2013-09-08,100S,31
2013-09-08,101,893
2013-09-08,115,358
2013-09-08,144,3567
2013-09-08,144G,379
2013-09-08,147,5936
2013-09-08,150B,1045
2013-09-08,150P,142
2013-09-08,155,2024
2013-09-08,157,6026
2013-09-08,157X,1719
2013-09-08,162,1944
2013-09-08,167,4724
2013-09-08,167C,709
2013-09-08,171A,185
2013-09-08,172,6953
2013-09-08,178A,35
2013-09-08,178F,2011
2013-09-08,178S,1826
2013-09-08,179,1265
2013-09-08,179F,1199
2013-09-08,190,8546
2013-09-08,190B,2928
2013-09-08,195,357
2013-09-08,195F,1217
2013-09-08,196,320
2013-09-08,196F,1989
2013-09-08,200,5169
2013-09-08,200B,3815
2013-09-08,200C,2160
2013-09-08,202,1598
2013-09-08,202F,5095
2013-09-08,203,1843
2013-09-08,203B,312
2013-09-08,203F,2809
2013-09-08,204,2159
2013-09-08,208,8934
2013-09-08,208B,725
2013-09-08,208N,608
2013-09-08,209F,2452
2013-09-08,21W,5000
2013-09-08,222,18761
2013-09-08,222R,103
2013-09-08,224,6892
2013-09-08,224F,7884
2013-09-08,224X,686
2013-09-08,225,1877
2013-09-08,225F,1712
2013-09-08,225M,590
2013-09-08,225X,247
2013-09-08,226F,213
2013-09-08,228,3699
2013-09-08,228F,9431
2013-09-08,228X,840
2013-09-08,229,975
2013-09-08,229F,2259
2013-09-08,229X,204
2013-09-08,22W,3902
2013-09-08,230,10504
2013-09-08,231,650
2013-09-08,231A,122
2013-09-08,232,7947
2013-09-08,232R,766
2013-09-08,235,2990
2013-09-08,237,2942
2013-09-08,238,225
2013-09-08,239,3750
2013-09-08,23W,791
2013-09-08,241,5809
2013-09-08,241A,1354
2013-09-08,245,2353
2013-09-08,248,5463
2013-09-08,248F,1152
2013-09-08,250,2065
2013-09-08,251,10502
2013-09-08,251A,111
2013-09-08,252,4225
2013-09-08,252A,78
2013-09-08,253,1006
2013-09-08,253X,1591
2013-09-08,254,3587
2013-09-08,254X,9178
2013-09-08,262,3046
2013-09-08,265,3423
2013-09-08,265G,250
2013-09-08,265W,285
2013-09-08,271,7818
2013-09-08,281K,102
2013-09-08,287,9111
2013-09-08,287A,331
2013-09-08,288,5137
2013-09-08,288S,688
2013-09-08,300,16592
2013-09-08,300C,263
2013-09-08,300G,1875
2013-09-08,300H,1085
2013-09-08,300J,186
2013-09-08,300M,193
2013-09-08,300U,976
2013-09-08,312,11
2013-09-08,320,480
2013-09-08,333,963
2013-09-08,333B,514
2013-09-08,333H,118
2013-09-08,333L,39
2013-09-08,350,292
2013-09-08,350P,21
2013-09-08,352,44
2013-09-08,353,35
2013-09-08,361,1602
2013-09-08,374,88
2013-09-08,376,140
2013-09-08,400,7822
2013-09-08,400A,121
2013-09-08,401,4645
2013-09-08,403,1142
2013-09-08,404,901
2013-09-08,405,955
2013-09-08,407,77
2013-09-08,411,8379
2013-09-08,411B,142
2013-09-08,411U,806
2013-09-08,415,948
2013-09-08,415H,12
2013-09-08,415V,240
2013-09-08,421,58
2013-09-08,430,1250
2013-09-08,440,4252
2013-09-08,441,3670
2013-09-08,442,4202
2013-09-08,443,65
2013-09-08,451,6760
2013-09-08,451A,67
2013-09-08,452,4459
2013-09-08,452A,10
2013-09-08,452W,33
2013-09-08,461,561
2013-09-08,470,240
2013-09-08,471,429
2013-09-08,472,122
2013-09-08,473,41
2013-09-08,474,8
2013-09-08,475,160
2013-09-08,476,77
2013-09-08,477,655
2013-09-08,478,68
2013-09-08,479,448
2013-09-08,480,18
2013-09-08,481,64
2013-09-08,482,294
2013-09-08,483,75
2013-09-08,491,450
2013-09-08,492,143
2013-09-08,492W,98
2013-09-08,493,246
2013-09-08,494,266
2013-09-08,500,12854
2013-09-08,502X,1486
2013-09-08,503,4948
2013-09-08,506,13294
2013-09-08,506H,99
2013-09-08,506X,681
2013-09-08,507,3011
2013-09-08,513,6
2013-09-08,528,2250
2013-09-08,541,658
2013-09-08,541G,30
2013-09-08,541X,10821
2013-09-08,542,1329
2013-09-08,542X,6055
2013-09-08,543,869
2013-09-08,543G,86
2013-09-08,543X,3250
2013-09-08,545,1043
2013-09-08,545X,3918
2013-09-08,546,671
2013-09-08,546X,1111
2013-09-08,548,2675
2013-09-08,556,5673
2013-09-08,557,5454
2013-09-08,557X,1491
2013-09-08,559,466
2013-09-08,559S,124
2013-09-08,560,4047
2013-09-08,560A,211
2013-09-08,560B,78
2013-09-08,560P,2530
2013-09-08,565,1014
2013-09-08,579,281
2013-09-08,580,340
2013-09-08,591A,119
2013-09-08,591C,345
2013-09-08,592,71
2013-09-08,592J,25
2013-09-08,593A,35
2013-09-08,593C,48
2013-09-08,600,2629
2013-09-08,600B,818
2013-09-08,600S,3
2013-09-08,601,1505
2013-09-08,601B,241
2013-09-08,605,282
2013-09-08,640,67
2013-09-08,645,1508
2013-09-08,646,1483
2013-09-08,681,2973
2013-09-08,681A,23
2013-09-08,682,904
2013-09-08,683,73
2013-09-08,694,35
2013-09-08,719,3493
2013-09-08,720,9514
2013-09-08,720H,2729
2013-09-08,720M,1
2013-09-08,721,3679
2013-09-08,721A,3
2013-09-08,721F,10791
2013-09-08,721L,18
2013-09-08,721R,58
2013-09-08,721X,1982
2013-09-08,722,1551
2013-09-08,722A,10
2013-09-08,722F,7273
2013-09-08,722L,1
2013-09-08,722X,1035
2013-09-08,723F,1273
2013-09-08,723X,182
2013-09-08,724,131
2013-09-08,725,2781
2013-09-08,725A,22
2013-09-08,725B,2
2013-09-08,725F,199
2013-09-08,733,6966
2013-09-08,733C,9
2013-09-08,733G,38
2013-09-08,734,4988
2013-09-08,734S,826
2013-09-08,737,573
2013-09-08,740,881
2013-09-08,740A,15
2013-09-08,741,383
2013-09-08,741A,270
2013-09-08,743,2471
2013-09-08,744,319
2013-09-08,745,1420
2013-09-08,745A,318
2013-09-08,745C,45
2013-09-08,747,1467
2013-09-08,747A,169
2013-09-08,747B,54
2013-09-08,749,4285
2013-09-08,749A,155
2013-09-08,749G,420
2013-09-08,750,938
2013-09-08,750A,6
2013-09-08,750B,5
2013-09-08,751,199
2013-09-08,751A,5
2013-09-08,751W,73
2013-09-08,752,220
2013-09-08,752A,64
2013-09-08,753,596
2013-09-08,753A,8
2013-09-08,753H,496
2013-09-08,754,202
2013-09-08,755,213
2013-09-08,756,266
2013-09-08,770,333
2013-09-08,771,251
2013-09-08,772,234
2013-09-08,773,38
2013-09-08,774,54
2013-09-08,775,249
2013-09-08,776,27
2013-09-08,777,443
2013-09-08,778,106
2013-09-08,779,3
2013-09-08,780,43
2013-09-08,781,48
2013-09-08,782,314
2013-09-08,783,396
2013-09-08,784,84
2013-09-08,785,169
2013-09-08,786,28
2013-09-08,820,1776
2013-09-08,820S,309
2013-09-08,821,276
2013-09-08,823,163
2013-09-08,830F,658
2013-09-08,834,87
2013-09-08,834A,66
2013-09-08,835,1132
2013-09-08,835A,143
2013-09-08,837,193
2013-09-08,838,300
2013-09-08,838H,343
2013-09-08,839,757
2013-09-08,839R,15
2013-09-08,840F,1277
2013-09-08,841F,812
2013-09-08,842F,1585
2013-09-08,850,241
2013-09-08,852,14
2013-09-08,852L,2
2013-09-08,853,22
2013-09-08,860F,1342
2013-09-08,861,9903
2013-09-08,862,51
2013-09-08,863,833
2013-09-08,863F,1397
2013-09-08,864,4077
2013-09-08,864F,8696
2013-09-08,864H,260
2013-09-08,865,1124
2013-09-08,865C,24
2013-09-08,866,254
2013-09-08,866A,83
2013-09-08,866R,31
2013-09-08,867,59
2013-09-08,868,594
2013-09-08,870,915
2013-09-08,871,145
2013-09-08,872,176
2013-09-08,873,114
2013-09-08,875,193
2013-09-08,877,338
2013-09-08,878,537
2013-09-08,879,602
2013-09-08,880,688
2013-09-08,881,492
2013-09-08,882,243
2013-09-08,883,198
2013-09-08,884,246
2013-09-08,885,273
2013-09-08,886,176
2013-09-08,887,206
2013-09-08,888,416
2013-09-08,889,131
2013-09-08,890,379
2013-09-08,892,168
2013-09-08,893,77
2013-09-08,894,48
2013-09-08,894H,326
2013-09-08,894S,11
2013-09-08,900,225
2013-09-08,914,17
2013-09-08,B10,28266
2013-09-08,B10C,1718
2013-09-08,B10X,881
2013-09-08,B11,536
2013-09-08,B12,1284
2013-09-08,C1,18691
2013-09-08,C1G,2304
2013-09-08,C1T,2765
2013-09-08,C1X,1499
2013-09-08,C2,7628
2013-09-08,C2X,3996
2013-09-08,G10,40328
2013-09-08,G10A,3141
2013-09-08,G10B,2742
2013-09-08,G10C,3031
2013-09-08,G20,6879
2013-09-08,G21,5368
2013-09-08,G21H,33
2013-09-08,G21X,486
2013-09-08,G22,2218
2013-09-08,G30,1107
2013-09-08,G40,8625
2013-09-08,G40M,1340
2013-09-08,H20,19274
2013-09-08,H20C,907
2013-09-08,H20R,555
2013-09-08,H21,2785
2013-09-08,H22,11370
2013-09-08,H22C,541
2013-09-08,H22L,3343
2013-09-08,H23,331
2013-09-08,H24,878
2013-09-08,H30,26865
2013-09-08,H30C,1675
2013-09-08,H30S,4350
2013-09-08,H31,12981
2013-09-08,H31C,2654
2013-09-08,H32,2876
2013-09-08,HL1,9
2013-09-08,HL2,7
2013-09-08,IND_EW,203
2013-09-08,J1,9878
2013-09-08,J1A,1369
2013-09-08,J2,6504
2013-09-08,J7,1765
2013-09-08,M44,46933
2013-09-08,M44C,1182
2013-09-08,M44G,1569
2013-09-08,M44P,23
2013-09-08,M44T,879
2013-09-08,M44X,2098
2013-09-08,N1,38
2013-09-08,N178,38
2013-09-08,N202,23
2013-09-08,N21,61
2013-09-08,N22,38
2013-09-08,N224,102
2013-09-08,N254,45
2013-09-08,N262,49
2013-09-08,N3,12961
2013-09-08,N30,28
2013-09-08,N3X,1323
2013-09-08,N4,7178
2013-09-08,N4T,155
2013-09-08,N5,4462
2013-09-08,N502,26
2013-09-08,N6,2785
2013-09-08,N721,74
2013-09-08,N864,83
2013-09-08,RZ22,11
2013-09-08,RZ5,123
2013-09-08,SCHONE,826
2013-09-08,SCH_EW,6849
2013-09-08,SCH_NS,4283
2013-09-08,T721,3386
2013-09-08,T721X,820
2013-09-08,T722,2189
2013-09-08,T748,91
2013-09-08,T840,2785
2013-09-08,T842,604
2013-09-08,T863,2304
2013-09-08,W90,12614
2013-09-08,W90M,860
2013-09-08,W91,4810
2013-09-08,W91C,1581
2013-09-15,117,7552
2013-09-15,118,6456
2013-09-15,140,1687
2013-09-15,141,6987
2013-09-15,142,1353
2013-09-15,148,117
2013-09-15,150,8523
2013-09-15,168,6805
2013-09-15,169,240
2013-09-15,170,3062
2013-09-15,171,7511
2013-09-15,173,439
2013-09-15,174,12219
2013-09-15,177,2800
2013-09-15,178,13627
2013-09-15,263,8924
2013-09-15,273,7512
2013-09-15,281,7720
2013-09-15,501,8096
2013-09-15,502,12096
2013-09-15,100,6960
2013-09-15,100B,190
2013-09-15,100K,177
2013-09-15,100N,56
2013-09-15,100P,336
2013-09-15,101,969
2013-09-15,115,270
2013-09-15,142,6203
2013-09-15,144,3582
2013-09-15,144G,363
2013-09-15,147,5896
2013-09-15,150B,969
2013-09-15,150P,224
2013-09-15,155,2294
2013-09-15,157,6065
2013-09-15,157X,1603
2013-09-15,162,1972
2013-09-15,167,4940
2013-09-15,167C,691
2013-09-15,171A,214
2013-09-15,172,6784
2013-09-15,178A,49
2013-09-15,178F,2045
2013-09-15,178S,1641
2013-09-15,179,1234
2013-09-15,179F,1093
2013-09-15,190,8147
2013-09-15,190B,2958
2013-09-15,195,397
2013-09-15,195F,1186
2013-09-15,196,328
2013-09-15,196F,1902
2013-09-15,200,5066
2013-09-15,200B,3930
2013-09-15,200C,2224
2013-09-15,202,1759
2013-09-15,202F,5250
2013-09-15,203,1839
2013-09-15,203B,336
2013-09-15,203F,3115
2013-09-15,204,2257
2013-09-15,208,8094
2013-09-15,208B,812
2013-09-15,208N,549
2013-09-15,209F,2348
2013-09-15,222,18187
2013-09-15,222R,149
2013-09-15,224,6429
2013-09-15,224F,7884
2013-09-15,224X,632
2013-09-15,225,1789
2013-09-15,225F,1648
2013-09-15,225M,617
2013-09-15,225X,234
2013-09-15,226F,187
2013-09-15,228,3340
2013-09-15,228F,9533
2013-09-15,228X,814
2013-09-15,229,815
2013-09-15,229F,2097
2013-09-15,229X,212
2013-09-15,230,9919
2013-09-15,231,721
2013-09-15,231A,108
2013-09-15,232,7933
2013-09-15,232R,827
2013-09-15,235,2962
2013-09-15,237,3129
2013-09-15,238,214
2013-09-15,239,3782
2013-09-15,241,5384
2013-09-15,241A,1358
2013-09-15,245,2406
2013-09-15,248,5146
2013-09-15,248F,1248
2013-09-15,250,1803
2013-09-15,251,10920
2013-09-15,251A,118
2013-09-15,252,3823
2013-09-15,252A,66
2013-09-15,253,1048
2013-09-15,253X,1561
2013-09-15,254,3569
2013-09-15,254X,9529
2013-09-15,262,3082
2013-09-15,265,9170
2013-09-15,265G,202
2013-09-15,265W,289
2013-09-15,271,7870
2013-09-15,281K,102
2013-09-15,287,9127
2013-09-15,287A,652
2013-09-15,288,5355
2013-09-15,288S,744
2013-09-15,300,16894
2013-09-15,300C,400
2013-09-15,300G,2029
2013-09-15,300H,1179
2013-09-15,300J,156
2013-09-15,300M,176
2013-09-15,300U,848
2013-09-15,312,19
2013-09-15,320,639
2013-09-15,333,1104
2013-09-15,333B,500
2013-09-15,333H,58
2013-09-15,333L,37
2013-09-15,350,264
2013-09-15,350P,19
2013-09-15,352,32
2013-09-15,353,31
2013-09-15,361,1719
2013-09-15,374,86
2013-09-15,376,122
2013-09-15,400,7820
2013-09-15,400A,168
2013-09-15,401,4106
2013-09-15,403,1144
2013-09-15,404,938
2013-09-15,405,876
2013-09-15,407,102
2013-09-15,411,8633
2013-09-15,411B,77
2013-09-15,411U,885
2013-09-15,415,981
2013-09-15,415H,21
2013-09-15,415V,295
2013-09-15,421,73
2013-09-15,430,1205
2013-09-15,440,4398
2013-09-15,441,3497
2013-09-15,442,4196
2013-09-15,443,49
2013-09-15,451,7107
2013-09-15,451A,58
2013-09-15,452,4731
2013-09-15,452A,15
2013-09-15,452W,32
2013-09-15,461,589
2013-09-15,470,297
2013-09-15,471,480
2013-09-15,472,179
2013-09-15,473,42
2013-09-15,474,8
2013-09-15,475,213
2013-09-15,476,138
2013-09-15,477,645
2013-09-15,478,8
2013-09-15,479,507
2013-09-15,480,33
2013-09-15,481,58
2013-09-15,482,405
2013-09-15,483,88
2013-09-15,491,410
2013-09-15,492,174
2013-09-15,492W,106
2013-09-15,493,285
2013-09-15,493T,1
2013-09-15,494,281
2013-09-15,500,13268
2013-09-15,502X,1556
2013-09-15,503,5127
2013-09-15,506,13014
2013-09-15,506H,93
2013-09-15,506X,802
2013-09-15,507,2968
2013-09-15,513,10
2013-09-15,528,2200
2013-09-15,541,712
2013-09-15,541G,87
2013-09-15,541X,10549
2013-09-15,542,1500
2013-09-15,542X,5885
2013-09-15,543,885
2013-09-15,543G,102
2013-09-15,543X,2951
2013-09-15,545,1038
2013-09-15,545X,3969
2013-09-15,546,658
2013-09-15,546X,1156
2013-09-15,548,2552
2013-09-15,556,5635
2013-09-15,557,5238
2013-09-15,557X,1519
2013-09-15,559,559
2013-09-15,559S,145
2013-09-15,560,4351
2013-09-15,560A,290
2013-09-15,560B,78
2013-09-15,560P,2322
2013-09-15,565,974
2013-09-15,579,267
2013-09-15,580,357
2013-09-15,591A,129
2013-09-15,591C,350
2013-09-15,592,42
2013-09-15,592J,25
2013-09-15,593A,24
2013-09-15,593C,31
2013-09-15,600,2832
2013-09-15,600B,880
2013-09-15,600S,8
2013-09-15,601,1587
2013-09-15,601B,296
2013-09-15,605,321
2013-09-15,640,93
2013-09-15,645,1473
2013-09-15,646,1483
2013-09-15,681,3101
2013-09-15,681A,33
2013-09-15,682,923
2013-09-15,683,69
2013-09-15,694,46
2013-09-15,719,3757
2013-09-15,720,9669
2013-09-15,720H,2553
2013-09-15,720M,2
2013-09-15,721,3332
2013-09-15,721A,11
2013-09-15,721F,10071
2013-09-15,721L,10
2013-09-15,721R,70
2013-09-15,721X,1998
2013-09-15,722,1542
2013-09-15,722A,11
2013-09-15,722F,6898
2013-09-15,722X,1077
2013-09-15,723F,1311
2013-09-15,723X,235
2013-09-15,724,67
2013-09-15,725,2747
2013-09-15,725A,18
2013-09-15,725B,1
2013-09-15,725F,222
2013-09-15,733,7101
2013-09-15,733C,3
2013-09-15,733G,26
2013-09-15,734,5262
2013-09-15,734S,852
2013-09-15,737,609
2013-09-15,740,910
2013-09-15,740A,11
2013-09-15,741,328
2013-09-15,741A,350
2013-09-15,743,2654
2013-09-15,744,337
2013-09-15,745,1437
2013-09-15,745A,320
2013-09-15,745C,20
2013-09-15,747,1505
2013-09-15,747A,168
2013-09-15,747B,38
2013-09-15,749,4181
2013-09-15,749A,124
2013-09-15,749G,437
2013-09-15,750,993
2013-09-15,750A,7
2013-09-15,750B,9
2013-09-15,751,206
2013-09-15,751A,1
2013-09-15,751W,84
2013-09-15,752,259
2013-09-15,752A,73
2013-09-15,753,556
2013-09-15,753A,19
2013-09-15,753H,515
2013-09-15,754,216
2013-09-15,755,213
2013-09-15,756,228
2013-09-15,770,552
2013-09-15,771,424
2013-09-15,772,293
2013-09-15,773,72
2013-09-15,774,64
2013-09-15,775,286
2013-09-15,776,29
2013-09-15,777,501
2013-09-15,778,133
2013-09-15,779,1
2013-09-15,780,34
2013-09-15,781,58
2013-09-15,782,407
2013-09-15,783,425
2013-09-15,784,134
2013-09-15,785,203
2013-09-15,786,30
2013-09-15,820,2056
2013-09-15,820S,270
2013-09-15,821,309
2013-09-15,823,157
2013-09-15,830F,720
2013-09-15,834,104
2013-09-15,834A,77
2013-09-15,835,1164
2013-09-15,835A,145
2013-09-15,837,199
2013-09-15,838,249
2013-09-15,838H,415
2013-09-15,839,684
2013-09-15,839R,25
2013-09-15,840F,1247
2013-09-15,841F,821
2013-09-15,842F,1443
2013-09-15,850,289
2013-09-15,852,48
2013-09-15,852L,5
2013-09-15,853,30
2013-09-15,860F,1246
2013-09-15,861,9812
2013-09-15,862,28
2013-09-15,863,863
2013-09-15,863F,1391
2013-09-15,864,4159
2013-09-15,864F,8534
2013-09-15,864H,262
2013-09-15,865,1051
2013-09-15,865C,16
2013-09-15,865S,1
2013-09-15,866,294
2013-09-15,866A,79
2013-09-15,866R,16
2013-09-15,867,56
2013-09-15,868,551
2013-09-15,870,1112
2013-09-15,871,159
2013-09-15,872,184
2013-09-15,873,139
2013-09-15,875,194
2013-09-15,877,326
2013-09-15,878,601
2013-09-15,879,611
2013-09-15,880,646
2013-09-15,881,424
2013-09-15,882,366
2013-09-15,883,213
2013-09-15,884,313
2013-09-15,885,304
2013-09-15,886,234
2013-09-15,887,298
2013-09-15,888,476
2013-09-15,889,160
2013-09-15,890,414
2013-09-15,892,245
2013-09-15,893,85
2013-09-15,894,47
2013-09-15,894H,316
2013-09-15,894S,16
2013-09-15,900,203
2013-09-15,914,22
2013-09-15,B10,28288
2013-09-15,B10C,1613
2013-09-15,B10X,892
2013-09-15,B11,509
2013-09-15,B12,1212
2013-09-15,C1,19203
2013-09-15,C1G,2299
2013-09-15,C1T,2962
2013-09-15,C1X,1669
2013-09-15,C2,7723
2013-09-15,C2X,3927
2013-09-15,G10,34917
2013-09-15,G10A,2742
2013-09-15,G10B,2623
2013-09-15,G10C,2969
2013-09-15,G20,5640
2013-09-15,G21,4647
2013-09-15,G21H,43
2013-09-15,G21X,433
2013-09-15,G22,2501
2013-09-15,G30,1043
2013-09-15,G40,8546
2013-09-15,G40M,1201
2013-09-15,H20,19252
2013-09-15,H20C,1030
2013-09-15,H20R,661
2013-09-15,H21,2641
2013-09-15,H22,11320
2013-09-15,H22C,493
2013-09-15,H22L,3460
2013-09-15,H23,288
2013-09-15,H24,768
2013-09-15,H30,26423
2013-09-15,H30C,1594
2013-09-15,H30S,4346
2013-09-15,H31,13009
2013-09-15,H31C,2536
2013-09-15,H32,2880
2013-09-15,HL2,12
2013-09-15,IND_EW,234
2013-09-15,J1,10162
2013-09-15,J1A,1466
2013-09-15,J2,6451
2013-09-15,J7,1753
2013-09-15,M44,46099
2013-09-15,M44C,1162
2013-09-15,M44G,1496
2013-09-15,M44P,8
2013-09-15,M44T,978
2013-09-15,M44X,2006
2013-09-15,N1,36
2013-09-15,N10,34
2013-09-15,N178,33
2013-09-15,N202,17
2013-09-15,N21,73
2013-09-15,N22,31
2013-09-15,N224,67
2013-09-15,N254,37
2013-09-15,N262,53
2013-09-15,N3,11699
2013-09-15,N30,30
2013-09-15,N3X,1447
2013-09-15,N4,5781
2013-09-15,N4T,139
2013-09-15,N5,4559
2013-09-15,N502,31
2013-09-15,N6,2962
2013-09-15,N721,69
2013-09-15,N864,51
2013-09-15,RZ22,24
2013-09-15,RZ5,115
2013-09-15,SCHONE,1166
2013-09-15,SCH_EW,8261
2013-09-15,SCH_NS,4781
2013-09-15,T721,3418
2013-09-15,T721X,852
2013-09-15,T722,2196
2013-09-15,T748,106
2013-09-15,T840,2918
2013-09-15,T842,641
2013-09-15,T863,2263
2013-09-15,W90,10737
2013-09-15,W90M,538
2013-09-15,W91,4075
2013-09-15,W91C,1357
2013-09-22,117,7648
2013-09-22,118,6323
2013-09-22,140,1432
2013-09-22,141,6174
2013-09-22,148,100
2013-09-22,150,8593
2013-09-22,168,6275
2013-09-22,169,247
2013-09-22,170,2812
2013-09-22,171,7444
2013-09-22,173,494
2013-09-22,174,11663
2013-09-22,177,2629
2013-09-22,178,12967
2013-09-22,263,9049
2013-09-22,273,7054
2013-09-22,281,7588
2013-09-22,501,7354
2013-09-22,502,11632
2013-09-22,100,7068
2013-09-22,100B,92
2013-09-22,100K,141
2013-09-22,100N,197
2013-09-22,100P,285
2013-09-22,100S,95
2013-09-22,101,687
2013-09-22,115,293
2013-09-22,142,6902
2013-09-22,144,3242
2013-09-22,144G,284
2013-09-22,147,5208
2013-09-22,150B,1081
2013-09-22,150P,136
2013-09-22,155,1988
2013-09-22,157,6233
2013-09-22,157X,1611
2013-09-22,162,1897
2013-09-22,167,4695
2013-09-22,167C,683
2013-09-22,171A,182
2013-09-22,172,6262
2013-09-22,178A,34
2013-09-22,178F,1681
2013-09-22,178S,1516
2013-09-22,179,1104
2013-09-22,179F,1151
2013-09-22,190,8115
2013-09-22,190B,2669
2013-09-22,195,426
2013-09-22,195F,1139
2013-09-22,196,345
2013-09-22,196F,1872
2013-09-22,200,4797
2013-09-22,200B,3616
2013-09-22,200C,2128
2013-09-22,202,1595
2013-09-22,202F,5290
2013-09-22,203,1933
2013-09-22,203B,262
2013-09-22,203F,2972
2013-09-22,204,2144
2013-09-22,208,8287
2013-09-22,208B,797
2013-09-22,208N,534
2013-09-22,209F,2150
2013-09-22,222,17228
2013-09-22,222R,114
2013-09-22,224,6290
2013-09-22,224F,8050
2013-09-22,224X,685
2013-09-22,225,1860
2013-09-22,225F,1486
2013-09-22,225M,648
2013-09-22,225X,222
2013-09-22,226F,176
2013-09-22,228,3525
2013-09-22,228F,9379
2013-09-22,228X,834
2013-09-22,229,779
2013-09-22,229F,2066
2013-09-22,229X,199
2013-09-22,230,10269
2013-09-22,231,721
2013-09-22,231A,115
2013-09-22,232,7525
2013-09-22,232R,751
2013-09-22,235,2867
